0,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
1,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
2,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
3,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
4,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
5,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
6,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
7,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
8,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
9,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
10,-19.717633837395717,6.945062087354538,-15.82490486948766,1.0
11,-27.32059982656586,-20.025024697007414,-19.673193711493532,1.0
12,-0.9923836543053577,-13.792232176390918,-11.42835711022194,1.0
